GPU available: True, used: True
TPU available: False, using: 0 TPU cores
LOCAL_RANK: 0 - CUDA_VISIBLE_DEVICES: [0]
Set SLURM handle signals.
  | Name        | Type             | Params
-------------------------------------------------
0 | model       | CNN_OShaugnessy  | 1 M   
1 | loss_module | CrossEntropyLoss | 0     
Validation sanity check: 0it [00:00, ?it/s]
Validation sanity check:  50%|█████     | 1/2 [00:00<00:00,  3.60it/s]
Epoch 43:  44%|████▍     | 255/578 [00:02<00:03, 89.11it/s, loss=0.040, v_num=7359009]
Epoch 43:  44%|████▍     | 255/578 [00:02<00:03, 89.10it/s, loss=0.043, v_num=7359009]
Epoch 43:  44%|████▍     | 256/578 [00:02<00:03, 89.10it/s, loss=0.041, v_num=7359009]
Epoch 43:  44%|████▍     | 257/578 [00:02<00:03, 89.11it/s, loss=0.042, v_num=7359009]
Epoch 43:  45%|████▍     | 258/578 [00:02<00:03, 89.12it/s, loss=0.041, v_num=7359009]
Epoch 43:  45%|████▍     | 259/578 [00:02<00:03, 89.12it/s, loss=0.038, v_num=7359009]
Epoch 43:  45%|████▍     | 260/578 [00:02<00:03, 89.13it/s, loss=0.038, v_num=7359009]
Epoch 43:  45%|████▌     | 261/578 [00:02<00:03, 89.13it/s, loss=0.043, v_num=7359009]
Epoch 43:  45%|████▌     | 262/578 [00:02<00:03, 89.14it/s, loss=0.045, v_num=7359009]
Epoch 43:  46%|████▌     | 263/578 [00:02<00:03, 89.14it/s, loss=0.046, v_num=7359009]
Epoch 43:  46%|████▌     | 264/578 [00:02<00:03, 89.15it/s, loss=0.046, v_num=7359009]
Epoch 43:  46%|████▌     | 265/578 [00:02<00:03, 89.16it/s, loss=0.045, v_num=7359009]
Epoch 43:  46%|████▌     | 266/578 [00:02<00:03, 89.16it/s, loss=0.045, v_num=7359009]
Epoch 43:  46%|████▌     | 267/578 [00:02<00:03, 89.17it/s, loss=0.044, v_num=7359009]
Epoch 43:  46%|████▋     | 268/578 [00:03<00:03, 89.17it/s, loss=0.044, v_num=7359009]
Epoch 43:  47%|████▋     | 269/578 [00:03<00:03, 89.18it/s, loss=0.043, v_num=7359009]
Epoch 43:  47%|████▋     | 270/578 [00:03<00:03, 89.19it/s, loss=0.043, v_num=7359009]
Epoch 43:  47%|████▋     | 270/578 [00:03<00:03, 89.17it/s, loss=0.040, v_num=7359009]
Epoch 43:  47%|████▋     | 271/578 [00:03<00:03, 89.18it/s, loss=0.040, v_num=7359009]
Epoch 43:  47%|████▋     | 272/578 [00:03<00:03, 89.19it/s, loss=0.039, v_num=7359009]
Epoch 43:  47%|████▋     | 273/578 [00:03<00:03, 89.19it/s, loss=0.040, v_num=7359009]
Epoch 43:  47%|████▋     | 274/578 [00:03<00:03, 89.16it/s, loss=0.039, v_num=7359009]
Epoch 43:  48%|████▊     | 275/578 [00:03<00:03, 89.16it/s, loss=0.036, v_num=7359009]
Epoch 43:  48%|████▊     | 276/578 [00:03<00:03, 89.16it/s, loss=0.036, v_num=7359009]
Epoch 43:  48%|████▊     | 277/578 [00:03<00:03, 89.16it/s, loss=0.034, v_num=7359009]
Epoch 43:  48%|████▊     | 278/578 [00:03<00:03, 89.15it/s, loss=0.037, v_num=7359009]
Epoch 43:  48%|████▊     | 279/578 [00:03<00:03, 89.09it/s, loss=0.042, v_num=7359009]
Epoch 43:  48%|████▊     | 280/578 [00:03<00:03, 89.07it/s, loss=0.045, v_num=7359009]
Epoch 43:  49%|████▊     | 281/578 [00:03<00:03, 89.06it/s, loss=0.039, v_num=7359009]
Epoch 43:  49%|████▉     | 282/578 [00:03<00:03, 89.06it/s, loss=0.041, v_num=7359009]
Epoch 43:  49%|████▉     | 283/578 [00:03<00:03, 89.07it/s, loss=0.041, v_num=7359009]
Epoch 43:  49%|████▉     | 284/578 [00:03<00:03, 89.07it/s, loss=0.041, v_num=7359009]
Epoch 43:  49%|████▉     | 285/578 [00:03<00:03, 89.08it/s, loss=0.041, v_num=7359009]
Epoch 43:  49%|████▉     | 285/578 [00:03<00:03, 89.07it/s, loss=0.041, v_num=7359009]
Epoch 43:  49%|████▉     | 286/578 [00:03<00:03, 89.08it/s, loss=0.043, v_num=7359009]
Epoch 43:  50%|████▉     | 287/578 [00:03<00:03, 89.08it/s, loss=0.048, v_num=7359009]
Epoch 43:  50%|████▉     | 288/578 [00:03<00:03, 89.09it/s, loss=0.049, v_num=7359009]
Epoch 43:  50%|█████     | 289/578 [00:03<00:03, 89.26it/s, loss=0.049, v_num=7359009]

Validating: 0it [00:00, ?it/s][A
Epoch 43:  52%|█████▏    | 300/578 [00:03<00:03, 90.44it/s, loss=0.049, v_num=7359009]

Validating:   5%|▌         | 15/289 [00:00<00:01, 140.52it/s][A
Epoch 43:  54%|█████▍    | 315/578 [00:03<00:02, 92.00it/s, loss=0.049, v_num=7359009]

Validating:  10%|█         | 30/289 [00:00<00:01, 140.49it/s][A
Epoch 43:  57%|█████▋    | 330/578 [00:03<00:02, 93.47it/s, loss=0.049, v_num=7359009]

Validating:  16%|█▌        | 45/289 [00:00<00:01, 140.53it/s][A
Epoch 43:  60%|█████▉    | 345/578 [00:03<00:02, 94.85it/s, loss=0.049, v_num=7359009]

Validating:  20%|██        | 59/289 [00:00<00:01, 140.02it/s][A
Epoch 43:  62%|██████▏   | 360/578 [00:03<00:02, 96.12it/s, loss=0.049, v_num=7359009]

Validating:  26%|██▌       | 74/289 [00:00<00:01, 140.08it/s][A
Epoch 43:  65%|██████▍   | 375/578 [00:03<00:02, 97.35it/s, loss=0.049, v_num=7359009]

Validating:  31%|███       | 89/289 [00:00<00:01, 140.20it/s][A
Epoch 43:  67%|██████▋   | 390/578 [00:03<00:01, 98.51it/s, loss=0.049, v_num=7359009]

Validating:  36%|███▌      | 104/289 [00:00<00:01, 140.25it/s][A
Epoch 43:  70%|███████   | 405/578 [00:04<00:01, 99.61it/s, loss=0.049, v_num=7359009]

Validating:  41%|████      | 119/289 [00:00<00:01, 140.27it/s][A
Epoch 43:  73%|███████▎  | 420/578 [00:04<00:01, 100.65it/s, loss=0.049, v_num=7359009]

Validating:  46%|████▋     | 134/289 [00:00<00:01, 140.29it/s][A
Epoch 43:  75%|███████▌  | 435/578 [00:04<00:01, 101.65it/s, loss=0.049, v_num=7359009]

Validating:  52%|█████▏    | 149/289 [00:01<00:00, 140.36it/s][A
Epoch 43:  78%|███████▊  | 450/578 [00:04<00:01, 102.59it/s, loss=0.049, v_num=7359009]

Validating:  57%|█████▋    | 164/289 [00:01<00:00, 140.41it/s][A
Epoch 43:  80%|████████  | 465/578 [00:04<00:01, 103.50it/s, loss=0.049, v_num=7359009]

Validating:  62%|██████▏   | 179/289 [00:01<00:00, 140.52it/s][A
Epoch 43:  83%|████████▎ | 480/578 [00:04<00:00, 104.36it/s, loss=0.049, v_num=7359009]

Validating:  67%|██████▋   | 194/289 [00:01<00:00, 140.58it/s][A
Epoch 43:  86%|████████▌ | 495/578 [00:04<00:00, 105.16it/s, loss=0.049, v_num=7359009]

Validating:  72%|███████▏  | 208/289 [00:01<00:00, 140.08it/s][A
Epoch 43:  88%|████████▊ | 510/578 [00:04<00:00, 105.94it/s, loss=0.049, v_num=7359009]

Validating:  77%|███████▋  | 223/289 [00:01<00:00, 140.18it/s][A
Epoch 43:  91%|█████████ | 525/578 [00:04<00:00, 106.69it/s, loss=0.049, v_num=7359009]

Validating:  82%|████████▏ | 238/289 [00:01<00:00, 140.30it/s][A
Epoch 43:  93%|█████████▎| 540/578 [00:05<00:00, 107.41it/s, loss=0.049, v_num=7359009]

Validating:  88%|████████▊ | 253/289 [00:01<00:00, 140.41it/s][A
Epoch 43:  96%|█████████▌| 555/578 [00:05<00:00, 108.06it/s, loss=0.049, v_num=7359009]

Validating:  93%|█████████▎| 268/289 [00:01<00:00, 139.76it/s][A
Epoch 43:  99%|█████████▊| 570/578 [00:05<00:00, 108.72it/s, loss=0.049, v_num=7359009]

Validating:  98%|█████████▊| 283/289 [00:02<00:00, 140.00it/s][A
Epoch 43: 100%|██████████| 578/578 [00:05<00:00, 108.55it/s, loss=0.049, v_num=7359009]

                                                              [A
Epoch 43:   0%|          | 0/578 [00:00<?, ?it/s, loss=0.049, v_num=7359009]           
Epoch 44:   0%|          | 0/578 [00:00<?, ?it/s, loss=0.049, v_num=7359009]
Epoch 44:   0%|          | 1/578 [00:00<00:11, 51.16it/s, loss=0.049, v_num=7359009]
Epoch 44:   0%|          | 2/578 [00:00<00:08, 65.11it/s, loss=0.047, v_num=7359009]
Epoch 44:   1%|          | 3/578 [00:00<00:08, 71.87it/s, loss=0.053, v_num=7359009]
Epoch 44:   1%|          | 4/578 [00:00<00:07, 75.84it/s, loss=0.054, v_num=7359009]
Epoch 44:   1%|          | 5/578 [00:00<00:07, 78.45it/s, loss=0.060, v_num=7359009]
Epoch 44:   1%|          | 6/578 [00:00<00:07, 80.29it/s, loss=0.061, v_num=7359009]
Epoch 44:   1%|          | 7/578 [00:00<00:06, 81.65it/s, loss=0.061, v_num=7359009]
Epoch 44:   1%|▏         | 8/578 [00:00<00:06, 82.66it/s, loss=0.061, v_num=7359009]
Epoch 44:   2%|▏         | 9/578 [00:00<00:06, 83.51it/s, loss=0.058, v_num=7359009]
Epoch 44:   2%|▏         | 10/578 [00:00<00:06, 84.19it/s, loss=0.056, v_num=7359009]
Epoch 44:   2%|▏         | 11/578 [00:00<00:06, 84.65it/s, loss=0.052, v_num=7359009]
Epoch 44:   2%|▏         | 12/578 [00:00<00:06, 85.16it/s, loss=0.053, v_num=7359009]
Epoch 44:   2%|▏         | 13/578 [00:00<00:06, 85.59it/s, loss=0.050, v_num=7359009]
Epoch 44:   2%|▏         | 14/578 [00:00<00:06, 85.95it/s, loss=0.052, v_num=7359009]
Epoch 44:   3%|▎         | 15/578 [00:00<00:06, 86.27it/s, loss=0.052, v_num=7359009]
Epoch 44:   3%|▎         | 15/578 [00:00<00:06, 86.12it/s, loss=0.052, v_num=7359009]
Epoch 44:   3%|▎         | 16/578 [00:00<00:06, 86.42it/s, loss=0.052, v_num=7359009]
Epoch 44:   3%|▎         | 17/578 [00:00<00:06, 86.65it/s, loss=0.050, v_num=7359009]
Epoch 44:   3%|▎         | 18/578 [00:00<00:06, 86.89it/s, loss=0.049, v_num=7359009]
Epoch 44:   3%|▎         | 19/578 [00:00<00:06, 87.07it/s, loss=0.052, v_num=7359009]
Epoch 44:   3%|▎         | 20/578 [00:00<00:06, 87.25it/s, loss=0.052, v_num=7359009]
Epoch 44:   4%|▎         | 21/578 [00:00<00:06, 87.23it/s, loss=0.052, v_num=7359009]
Epoch 44:   4%|▍         | 22/578 [00:00<00:06, 87.40it/s, loss=0.055, v_num=7359009]
Epoch 44:   4%|▍         | 23/578 [00:00<00:06, 87.54it/s, loss=0.049, v_num=7359009]
Epoch 44:   4%|▍         | 24/578 [00:00<00:06, 87.27it/s, loss=0.048, v_num=7359009]
Epoch 44:   4%|▍         | 25/578 [00:00<00:06, 87.40it/s, loss=0.042, v_num=7359009]
Epoch 44:   4%|▍         | 26/578 [00:00<00:06, 87.52it/s, loss=0.040, v_num=7359009]
Epoch 44:   5%|▍         | 27/578 [00:00<00:06, 87.63it/s, loss=0.041, v_num=7359009]
Epoch 44:   5%|▍         | 28/578 [00:00<00:06, 87.73it/s, loss=0.041, v_num=7359009]
Epoch 44:   5%|▌         | 29/578 [00:00<00:06, 87.83it/s, loss=0.042, v_num=7359009]
Epoch 44:   5%|▌         | 30/578 [00:00<00:06, 87.95it/s, loss=0.042, v_num=7359009]
Epoch 44:   5%|▌         | 30/578 [00:00<00:06, 87.86it/s, loss=0.042, v_num=7359009]
Epoch 44:   5%|▌         | 31/578 [00:00<00:06, 87.96it/s, loss=0.042, v_num=7359009]
Epoch 44:   6%|▌         | 32/578 [00:00<00:06, 88.03it/s, loss=0.042, v_num=7359009]
Epoch 44:   6%|▌         | 33/578 [00:00<00:06, 88.11it/s, loss=0.041, v_num=7359009]
Epoch 44:   6%|▌         | 34/578 [00:00<00:06, 88.18it/s, loss=0.039, v_num=7359009]
Epoch 44:   6%|▌         | 35/578 [00:00<00:06, 87.98it/s, loss=0.043, v_num=7359009]
Epoch 44:   6%|▌         | 36/578 [00:00<00:06, 88.05it/s, loss=0.046, v_num=7359009]
Epoch 44:   6%|▋         | 37/578 [00:00<00:06, 88.11it/s, loss=0.045, v_num=7359009]
Epoch 44:   7%|▋         | 38/578 [00:00<00:06, 88.18it/s, loss=0.042, v_num=7359009]
Epoch 44:   7%|▋         | 39/578 [00:00<00:06, 88.15it/s, loss=0.036, v_num=7359009]
Epoch 44:   7%|▋         | 40/578 [00:00<00:06, 88.20it/s, loss=0.038, v_num=7359009]
Epoch 44:   7%|▋         | 41/578 [00:00<00:06, 88.25it/s, loss=0.039, v_num=7359009]
Epoch 44:   7%|▋         | 42/578 [00:00<00:06, 88.31it/s, loss=0.037, v_num=7359009]
Epoch 44:   7%|▋         | 43/578 [00:00<00:06, 88.36it/s, loss=0.041, v_num=7359009]
Epoch 44:   8%|▊         | 44/578 [00:00<00:06, 88.39it/s, loss=0.044, v_num=7359009]
Epoch 44:   8%|▊         | 45/578 [00:00<00:06, 88.45it/s, loss=0.044, v_num=7359009]
Epoch 44:   8%|▊         | 45/578 [00:00<00:06, 88.40it/s, loss=0.044, v_num=7359009]
Epoch 44:   8%|▊         | 46/578 [00:00<00:06, 88.45it/s, loss=0.045, v_num=7359009]
Epoch 44:   8%|▊         | 47/578 [00:00<00:05, 88.50it/s, loss=0.044, v_num=7359009]
Epoch 44:   8%|▊         | 48/578 [00:00<00:05, 88.55it/s, loss=0.045, v_num=7359009]
Epoch 44:   8%|▊         | 49/578 [00:00<00:05, 88.59it/s, loss=0.045, v_num=7359009]
Epoch 44:   9%|▊         | 50/578 [00:00<00:05, 88.63it/s, loss=0.044, v_num=7359009]
Epoch 44:   9%|▉         | 51/578 [00:00<00:05, 88.66it/s, loss=0.045, v_num=7359009]
Epoch 44:   9%|▉         | 52/578 [00:00<00:05, 88.70it/s, loss=0.043, v_num=7359009]
Epoch 44:   9%|▉         | 53/578 [00:00<00:05, 88.73it/s, loss=0.046, v_num=7359009]
Epoch 44:   9%|▉         | 54/578 [00:00<00:05, 88.76it/s, loss=0.046, v_num=7359009]
Epoch 44:  10%|▉         | 55/578 [00:00<00:05, 88.80it/s, loss=0.042, v_num=7359009]
Epoch 44:  10%|▉         | 56/578 [00:00<00:05, 88.83it/s, loss=0.043, v_num=7359009]
Epoch 44:  10%|▉         | 57/578 [00:00<00:05, 88.87it/s, loss=0.045, v_num=7359009]
Epoch 44:  10%|█         | 58/578 [00:00<00:05, 88.89it/s, loss=0.045, v_num=7359009]
Epoch 44:  10%|█         | 59/578 [00:00<00:05, 88.93it/s, loss=0.046, v_num=7359009]
Epoch 44:  10%|█         | 60/578 [00:00<00:05, 88.97it/s, loss=0.046, v_num=7359009]
Epoch 44:  10%|█         | 60/578 [00:00<00:05, 88.93it/s, loss=0.045, v_num=7359009]
Epoch 44:  11%|█         | 61/578 [00:00<00:05, 88.96it/s, loss=0.043, v_num=7359009]
Epoch 44:  11%|█         | 62/578 [00:00<00:05, 88.99it/s, loss=0.043, v_num=7359009]
Epoch 44:  11%|█         | 63/578 [00:00<00:05, 89.01it/s, loss=0.038, v_num=7359009]
Epoch 44:  11%|█         | 64/578 [00:00<00:05, 89.04it/s, loss=0.035, v_num=7359009]
Epoch 44:  11%|█         | 65/578 [00:00<00:05, 89.05it/s, loss=0.035, v_num=7359009]
Epoch 44:  11%|█▏        | 66/578 [00:00<00:05, 89.08it/s, loss=0.033, v_num=7359009]
Epoch 44:  12%|█▏        | 67/578 [00:00<00:05, 89.11it/s, loss=0.035, v_num=7359009]
Epoch 44:  12%|█▏        | 68/578 [00:00<00:05, 89.13it/s, loss=0.035, v_num=7359009]
Epoch 44:  12%|█▏        | 69/578 [00:00<00:05, 89.15it/s, loss=0.036, v_num=7359009]
Epoch 44:  12%|█▏        | 70/578 [00:00<00:05, 89.18it/s, loss=0.035, v_num=7359009]
Epoch 44:  12%|█▏        | 71/578 [00:00<00:05, 89.19it/s, loss=0.035, v_num=7359009]
Epoch 44:  12%|█▏        | 72/578 [00:00<00:05, 89.21it/s, loss=0.036, v_num=7359009]
Epoch 44:  13%|█▎        | 73/578 [00:00<00:05, 89.23it/s, loss=0.033, v_num=7359009]
Epoch 44:  13%|█▎        | 74/578 [00:00<00:05, 89.25it/s, loss=0.034, v_num=7359009]
Epoch 44:  13%|█▎        | 75/578 [00:00<00:05, 89.28it/s, loss=0.034, v_num=7359009]
Epoch 44:  13%|█▎        | 75/578 [00:00<00:05, 89.23it/s, loss=0.033, v_num=7359009]
Epoch 44:  13%|█▎        | 76/578 [00:00<00:05, 89.26it/s, loss=0.031, v_num=7359009]
Epoch 44:  13%|█▎        | 77/578 [00:00<00:05, 89.28it/s, loss=0.029, v_num=7359009]
Epoch 44:  13%|█▎        | 78/578 [00:00<00:05, 89.30it/s, loss=0.031, v_num=7359009]
Epoch 44:  14%|█▎        | 79/578 [00:00<00:05, 89.31it/s, loss=0.032, v_num=7359009]
Epoch 44:  14%|█▍        | 80/578 [00:00<00:05, 89.32it/s, loss=0.029, v_num=7359009]
Epoch 44:  14%|█▍        | 81/578 [00:00<00:05, 89.34it/s, loss=0.029, v_num=7359009]
Epoch 44:  14%|█▍        | 82/578 [00:00<00:05, 89.35it/s, loss=0.029, v_num=7359009]
Epoch 44:  14%|█▍        | 83/578 [00:00<00:05, 89.37it/s, loss=0.029, v_num=7359009]
Epoch 44:  15%|█▍        | 84/578 [00:00<00:05, 89.39it/s, loss=0.029, v_num=7359009]
Epoch 44:  15%|█▍        | 85/578 [00:00<00:05, 89.28it/s, loss=0.032, v_num=7359009]
Epoch 44:  15%|█▍        | 86/578 [00:00<00:05, 89.29it/s, loss=0.033, v_num=7359009]
Epoch 44:  15%|█▌        | 87/578 [00:00<00:05, 89.30it/s, loss=0.031, v_num=7359009]
Epoch 44:  15%|█▌        | 88/578 [00:00<00:05, 89.31it/s, loss=0.029, v_num=7359009]
Epoch 44:  15%|█▌        | 89/578 [00:00<00:05, 89.32it/s, loss=0.031, v_num=7359009]
Epoch 44:  16%|█▌        | 90/578 [00:01<00:05, 89.34it/s, loss=0.031, v_num=7359009]
Epoch 44:  16%|█▌        | 90/578 [00:01<00:05, 89.32it/s, loss=0.030, v_num=7359009]
Epoch 44:  16%|█▌        | 91/578 [00:01<00:05, 89.33it/s, loss=0.028, v_num=7359009]
Epoch 44:  16%|█▌        | 92/578 [00:01<00:05, 89.35it/s, loss=0.028, v_num=7359009]
Epoch 44:  16%|█▌        | 93/578 [00:01<00:05, 89.37it/s, loss=0.029, v_num=7359009]
Epoch 44:  16%|█▋        | 94/578 [00:01<00:05, 89.38it/s, loss=0.028, v_num=7359009]
Epoch 44:  16%|█▋        | 95/578 [00:01<00:05, 89.40it/s, loss=0.028, v_num=7359009]
Epoch 44:  17%|█▋        | 96/578 [00:01<00:05, 89.41it/s, loss=0.025, v_num=7359009]
Epoch 44:  17%|█▋        | 97/578 [00:01<00:05, 89.42it/s, loss=0.024, v_num=7359009]
Epoch 44:  17%|█▋        | 98/578 [00:01<00:05, 89.42it/s, loss=0.022, v_num=7359009]
Epoch 44:  17%|█▋        | 99/578 [00:01<00:05, 89.44it/s, loss=0.022, v_num=7359009]
Epoch 44:  17%|█▋        | 100/578 [00:01<00:05, 89.45it/s, loss=0.025, v_num=7359009]
Epoch 44:  17%|█▋        | 101/578 [00:01<00:05, 89.46it/s, loss=0.025, v_num=7359009]
Epoch 44:  18%|█▊        | 102/578 [00:01<00:05, 89.47it/s, loss=0.025, v_num=7359009]
Epoch 44:  18%|█▊        | 103/578 [00:01<00:05, 89.48it/s, loss=0.025, v_num=7359009]
Epoch 44:  18%|█▊        | 104/578 [00:01<00:05, 89.49it/s, loss=0.026, v_num=7359009]
Epoch 44:  18%|█▊        | 105/578 [00:01<00:05, 89.51it/s, loss=0.026, v_num=7359009]
Epoch 44:  18%|█▊        | 105/578 [00:01<00:05, 89.49it/s, loss=0.022, v_num=7359009]
Epoch 44:  18%|█▊        | 106/578 [00:01<00:05, 89.50it/s, loss=0.023, v_num=7359009]
Epoch 44:  19%|█▊        | 107/578 [00:01<00:05, 89.50it/s, loss=0.023, v_num=7359009]
Epoch 44:  19%|█▊        | 108/578 [00:01<00:05, 89.51it/s, loss=0.022, v_num=7359009]
Epoch 44:  19%|█▉        | 109/578 [00:01<00:05, 89.52it/s, loss=0.021, v_num=7359009]
Epoch 44:  19%|█▉        | 110/578 [00:01<00:05, 89.53it/s, loss=0.021, v_num=7359009]
Epoch 44:  19%|█▉        | 111/578 [00:01<00:05, 89.54it/s, loss=0.023, v_num=7359009]
Epoch 44:  19%|█▉        | 112/578 [00:01<00:05, 89.55it/s, loss=0.022, v_num=7359009]
Epoch 44:  20%|█▉        | 113/578 [00:01<00:05, 89.55it/s, loss=0.024, v_num=7359009]
Epoch 44:  20%|█▉        | 114/578 [00:01<00:05, 89.48it/s, loss=0.028, v_num=7359009]
Epoch 44:  20%|█▉        | 115/578 [00:01<00:05, 89.48it/s, loss=0.029, v_num=7359009]
Epoch 44:  20%|██        | 116/578 [00:01<00:05, 89.49it/s, loss=0.030, v_num=7359009]
Epoch 44:  20%|██        | 117/578 [00:01<00:05, 89.49it/s, loss=0.031, v_num=7359009]
Epoch 44:  20%|██        | 118/578 [00:01<00:05, 89.50it/s, loss=0.031, v_num=7359009]
Epoch 44:  21%|██        | 119/578 [00:01<00:05, 89.50it/s, loss=0.030, v_num=7359009]
Epoch 44:  21%|██        | 120/578 [00:01<00:05, 89.51it/s, loss=0.030, v_num=7359009]
Epoch 44:  21%|██        | 120/578 [00:01<00:05, 89.49it/s, loss=0.029, v_num=7359009]
Epoch 44:  21%|██        | 121/578 [00:01<00:05, 89.50it/s, loss=0.029, v_num=7359009]
Epoch 44:  21%|██        | 122/578 [00:01<00:05, 89.51it/s, loss=0.031, v_num=7359009]
Epoch 44:  21%|██▏       | 123/578 [00:01<00:05, 89.52it/s, loss=0.032, v_num=7359009]
Epoch 44:  21%|██▏       | 124/578 [00:01<00:05, 89.53it/s, loss=0.035, v_num=7359009]
Epoch 44:  22%|██▏       | 125/578 [00:01<00:05, 89.53it/s, loss=0.039, v_num=7359009]
Epoch 44:  22%|██▏       | 126/578 [00:01<00:05, 89.54it/s, loss=0.040, v_num=7359009]
Epoch 44:  22%|██▏       | 127/578 [00:01<00:05, 89.55it/s, loss=0.043, v_num=7359009]
Epoch 44:  22%|██▏       | 128/578 [00:01<00:05, 89.56it/s, loss=0.043, v_num=7359009]
Epoch 44:  22%|██▏       | 129/578 [00:01<00:05, 89.56it/s, loss=0.043, v_num=7359009]
Epoch 44:  22%|██▏       | 130/578 [00:01<00:05, 89.57it/s, loss=0.043, v_num=7359009]
Epoch 44:  23%|██▎       | 131/578 [00:01<00:04, 89.58it/s, loss=0.043, v_num=7359009]
Epoch 44:  23%|██▎       | 132/578 [00:01<00:04, 89.58it/s, loss=0.045, v_num=7359009]
Epoch 44:  23%|██▎       | 133/578 [00:01<00:04, 89.59it/s, loss=0.050, v_num=7359009]
Epoch 44:  23%|██▎       | 134/578 [00:01<00:04, 89.60it/s, loss=0.046, v_num=7359009]
Epoch 44:  23%|██▎       | 135/578 [00:01<00:04, 89.54it/s, loss=0.046, v_num=7359009]
Epoch 44:  23%|██▎       | 135/578 [00:01<00:04, 89.52it/s, loss=0.045, v_num=7359009]
Epoch 44:  24%|██▎       | 136/578 [00:01<00:04, 89.53it/s, loss=0.046, v_num=7359009]
Epoch 44:  24%|██▎       | 137/578 [00:01<00:04, 89.54it/s, loss=0.047, v_num=7359009]
Epoch 44:  24%|██▍       | 138/578 [00:01<00:04, 89.54it/s, loss=0.046, v_num=7359009]
Epoch 44:  24%|██▍       | 139/578 [00:01<00:04, 89.54it/s, loss=0.049, v_num=7359009]
Epoch 44:  24%|██▍       | 140/578 [00:01<00:04, 89.55it/s, loss=0.049, v_num=7359009]
Epoch 44:  24%|██▍       | 141/578 [00:01<00:04, 89.56it/s, loss=0.048, v_num=7359009]
Epoch 44:  25%|██▍       | 142/578 [00:01<00:04, 89.57it/s, loss=0.046, v_num=7359009]
Epoch 44:  25%|██▍       | 143/578 [00:01<00:04, 89.58it/s, loss=0.050, v_num=7359009]
Epoch 44:  25%|██▍       | 144/578 [00:01<00:04, 89.58it/s, loss=0.048, v_num=7359009]
Epoch 44:  25%|██▌       | 145/578 [00:01<00:04, 89.59it/s, loss=0.046, v_num=7359009]
Epoch 44:  25%|██▌       | 146/578 [00:01<00:04, 89.60it/s, loss=0.045, v_num=7359009]
Epoch 44:  25%|██▌       | 147/578 [00:01<00:04, 89.60it/s, loss=0.047, v_num=7359009]
Epoch 44:  26%|██▌       | 148/578 [00:01<00:04, 89.61it/s, loss=0.047, v_num=7359009]
Epoch 44:  26%|██▌       | 149/578 [00:01<00:04, 89.59it/s, loss=0.049, v_num=7359009]
Epoch 44:  26%|██▌       | 150/578 [00:01<00:04, 89.57it/s, loss=0.049, v_num=7359009]
Epoch 44:  26%|██▌       | 150/578 [00:01<00:04, 89.55it/s, loss=0.048, v_num=7359009]
Epoch 44:  26%|██▌       | 151/578 [00:01<00:04, 89.51it/s, loss=0.048, v_num=7359009]
Epoch 44:  26%|██▋       | 152/578 [00:01<00:04, 89.49it/s, loss=0.051, v_num=7359009]
Epoch 44:  26%|██▋       | 153/578 [00:01<00:04, 89.48it/s, loss=0.047, v_num=7359009]
Epoch 44:  27%|██▋       | 154/578 [00:01<00:04, 89.48it/s, loss=0.048, v_num=7359009]
Epoch 44:  27%|██▋       | 155/578 [00:01<00:04, 89.48it/s, loss=0.050, v_num=7359009]
Epoch 44:  27%|██▋       | 156/578 [00:01<00:04, 89.49it/s, loss=0.048, v_num=7359009]
Epoch 44:  27%|██▋       | 157/578 [00:01<00:04, 89.50it/s, loss=0.047, v_num=7359009]
Epoch 44:  27%|██▋       | 158/578 [00:01<00:04, 89.50it/s, loss=0.047, v_num=7359009]
Epoch 44:  28%|██▊       | 159/578 [00:01<00:04, 89.50it/s, loss=0.050, v_num=7359009]
Epoch 44:  28%|██▊       | 160/578 [00:01<00:04, 89.50it/s, loss=0.050, v_num=7359009]
Epoch 44:  28%|██▊       | 161/578 [00:01<00:04, 89.51it/s, loss=0.050, v_num=7359009]
Epoch 44:  28%|██▊       | 162/578 [00:01<00:04, 89.52it/s, loss=0.051, v_num=7359009]
Epoch 44:  28%|██▊       | 163/578 [00:01<00:04, 89.52it/s, loss=0.049, v_num=7359009]
Epoch 44:  28%|██▊       | 164/578 [00:01<00:04, 89.53it/s, loss=0.055, v_num=7359009]
Epoch 44:  29%|██▊       | 165/578 [00:01<00:04, 89.54it/s, loss=0.055, v_num=7359009]
Epoch 44:  29%|██▊       | 165/578 [00:01<00:04, 89.52it/s, loss=0.060, v_num=7359009]
Epoch 44:  29%|██▊       | 166/578 [00:01<00:04, 89.53it/s, loss=0.059, v_num=7359009]
Epoch 44:  29%|██▉       | 167/578 [00:01<00:04, 89.53it/s, loss=0.054, v_num=7359009]
Epoch 44:  29%|██▉       | 168/578 [00:01<00:04, 89.54it/s, loss=0.054, v_num=7359009]
Epoch 44:  29%|██▉       | 169/578 [00:01<00:04, 89.55it/s, loss=0.054, v_num=7359009]
Epoch 44:  29%|██▉       | 170/578 [00:01<00:04, 89.55it/s, loss=0.056, v_num=7359009]
Epoch 44:  30%|██▉       | 171/578 [00:01<00:04, 89.56it/s, loss=0.056, v_num=7359009]
Epoch 44:  30%|██▉       | 172/578 [00:01<00:04, 89.56it/s, loss=0.052, v_num=7359009]
